id;starttime;endtime;description;type;subtype;street;polyline;direction
20240617T083355_4869_2773;2024-06-17T08:33:55+01:00;2025-12-31T18:00:00+01:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Bd_de_Reuilly;48.8394672962685803 2.3942762534479076 48.8393058523850883 2.3921593881509695;ONE_DIRECTION
20241119T213641_5455_388;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Mortemart;48.8510319766658156 2.2521996303755838 48.8517755264164677 2.2522873144781901 48.8522833695813219 2.2525145436277114 48.8526809284569481 2.2527757671895832 48.8532270091721017 2.2532015022844623 48.8536617982679005 2.2536715254976230 48.8541331015555613 2.2543410230983389;ONE_DIRECTION
20241119T213641_5512_52;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_A13_bretelle_6;48.8468826698989531 2.2547719072647778 48.8475166730557007 2.2544431493756836 48.8481902532886281 2.2538586328789694 48.8486365505164457 2.2534627994487098;ONE_DIRECTION
20240422T155813_192_120;2024-04-22T15:58:13+01:00;2025-05-15T18:00:00+01:00;Travaux:Maitre d'ouvrage:SAS 40 rue des STs Pères/Objet:Réhabilitation de Batiment;CONSTRUCTION;;Sts_Peres;48.8563006745693329 2.3316506003130226 48.8544501607147055 2.3304226829815158;ONE_DIRECTION
20210117T082836_6088_3370;2021-01-17T08:28:36+01:00;2030-12-27T17:00:00+01:00;AE_A6A_bretelle_8;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AE_A6A_bretelle_8;48.8153000957952585 2.3367824808364861 48.8162481478654655 2.3371978486170617 48.8165029925392133 2.3374582022794543 48.8167048488371691 2.3378199568949225 48.8167241076344780 2.3380966256338662 48.8164816798007664 2.3418359646445879;ONE_DIRECTION
20241119T213641_5308_3381;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_RN13_bretelle_8;48.8752718456005653 2.2768936853578663 48.8759579378740696 2.2781754414317872 48.8765861823991870 2.2791903422764745 48.8771660802531756 2.2799678038416404 48.8775974650778551 2.2801319217932661 48.8782648239295341 2.2801907365073517 48.8786144463405847 2.2799879760201405 48.8791173780470132 2.2784842062702411;ONE_DIRECTION
20240617T083355_4869_807;2024-06-17T08:33:55+01:00;2025-12-31T18:00:00+01:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Bd_de_Reuilly;48.8395474596011567 2.3950642247246505 48.8394672962685803 2.3942762534479076;ONE_DIRECTION
20240826T174434_4770_774;2024-08-26T17:44:34+01:00;2025-08-29T18:00:00+01:00;Fayolle - Place Félix Eboué. Aménagement de voirie.;CONSTRUCTION;;Bd_de_Reuilly;48.8396813090056767 2.3977211885072740 48.8396571812658564 2.3964386495761274;ONE_DIRECTION
20241119T213641_5317_1290;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Orleans;48.8195213645606572 2.3283571585704648 48.8209043492026851 2.3219324724526973;ONE_DIRECTION
20240916T080006_5238_3336;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_Pte_Ternes;48.8808019840746368 2.2852021503195004 48.8809896691538555 2.2843083522585395;ONE_DIRECTION
20240916T080006_5241_1018;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_Pte_Ternes;48.8809114348143012 2.2841908643425972 48.8806792311413076 2.2851445334502247;ONE_DIRECTION
20241003T082352_372_2179;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8551065589373579 2.3616887455298552 48.8554972796506775 2.3600634149766173;ONE_DIRECTION
20241003T082352_375_235;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;St_Antoine;48.8533832221277962 2.3676529252188785 48.8535182436284714 2.3665293761035024 48.8539396055919610 2.3647612444729278;ONE_DIRECTION
20241119T213641_6138_647;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Molitor;48.8441775348470131 2.2547240626603950 48.8451912034509590 2.2556842548180991;ONE_DIRECTION
20241119T213652_1540_46;2024-11-19T21:36:52+01:00;2024-11-20T06:00:00+01:00;Fermeture SE Montreuil;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SE_Montreuil;48.8523181491549323 2.4149563370337277 48.8536734376518993 2.4145586100784908;ONE_DIRECTION
20241119T213641_5475_1117;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_A6A;48.8193383234833362 2.3295449259746164 48.8195213645606572 2.3283571585704648;ONE_DIRECTION
20240916T084539_6166_972;2024-09-16T08:45:39+01:00;2025-01-30T18:00:00+01:00;CPCU - Quai Saint-Bernard. Création ou dévoiement de réseau.;CONSTRUCTION;;Quai_St_Bernard;48.8479506961460430 2.3593958749422406 48.8492315405338289 2.3574935691353400 48.8493619135379475 2.3570252364547342 48.8494325459590755 2.3566566014661383;ONE_DIRECTION
20241003T082352_27_568;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8585227178299064 2.3482103524655238 48.8587993480476968 2.3474346083817021;ONE_DIRECTION
20241119T213641_5432_2982;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Dauphine;48.8699236535390114 2.2718691374982489 48.8737638852272411 2.2754519739466614;ONE_DIRECTION
20241119T213641_5440_34;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Passy;48.8577767163822116 2.2595195177162708 48.8585357077862668 2.2614033083980467 48.8586711712758230 2.2617286577550115 48.8589183004289964 2.2622221077316045 48.8592856492021923 2.2628053466694884;ONE_DIRECTION
20241119T213645_5507_3596;2024-11-19T21:36:45+01:00;2024-11-20T06:00:00+01:00;Fermeture A1 sens Paris Prov.;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Chapelle_bretelle_4;48.9008880908303993 2.3567993567075058 48.9007067669734781 2.3573849754259064 48.9005425010515467 2.3579439028426821;ONE_DIRECTION
20240617T083355_4836_3629;2024-06-17T08:33:55+01:00;2025-12-31T18:00:00+01:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Av_Daumesnil;48.8402179827036775 2.3927256866092756 48.8396978065303102 2.3950305840152049;ONE_DIRECTION
20241119T213641_5453_643;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Auteuil;48.8468826698989531 2.2547719072647778 48.8477465544435105 2.2539559605670068 48.8482410959828428 2.2534450938273602 48.8492112445735529 2.2526615667493664;ONE_DIRECTION
20241119T213641_1143_939;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Brancion;48.8259444005412035 2.3002181702523381 48.8262108503700034 2.2991613973046503 48.8263312963033727 2.2981340672331982;ONE_DIRECTION
20201110T102206_1413_281;2020-11-10T10:22:06+01:00;2050-06-14T17:00:00+01:00;Interdiction de circuler aux véhicules à moteur (sauf bus, taxis et livraisons);ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8697469152808850 2.4025674826905021 48.8683707172224899 2.4013944321609242;ONE_DIRECTION
20201110T102206_1413_3649;2020-11-10T10:22:06+01:00;2050-06-14T17:00:00+01:00;Interdiction de circuler aux véhicules à moteur (sauf bus, taxis et livraisons);ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8683707172224899 2.4013944321609242 48.8683112793836543 2.4013475520610199;ONE_DIRECTION
20241003T082352_31_2520;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8600921719548964 2.3433932841591374 48.8604448421113489 2.3423106121012647;ONE_DIRECTION
20241119T213641_5451_2905;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Parc_Princes;48.8403792461283430 2.2540552440494857 48.8428686068149105 2.2541741318155979 48.8441775348470131 2.2547240626603950;ONE_DIRECTION
20241119T213641_6378_2103;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Sevres;48.8346698486735065 2.2757494385483179 48.8348877823628911 2.2744222636673475;ONE_DIRECTION
20241119T223000_1229_1441;2024-11-19T22:30:00+01:00;2024-11-20T06:00:00+01:00;Fermeture Sout_Citroen;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Sout_Citroen;48.8434908044323137 2.2746578033183691 48.8418255917793402 2.2732245824435182;ONE_DIRECTION
20210915T124542_1905_959;2021-09-15T12:45:42+01:00;2030-09-15T17:00:00+01:00;"de Guy Moquet jusqu'à la place Clichy interdit au véhicules,sauf (le bus,taxi,vélo); date de fin indefini";ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8866005595843021 2.3258829056671320 48.8857844212798653 2.3262525739455784;ONE_DIRECTION
20241119T213641_757_43;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Chatillon;48.8221102750005826 2.3164427185302068 48.8226259542572549 2.3149544577053911;ONE_DIRECTION
20240329T161009_1454_1069;2024-03-29T16:10:09+01:00;2050-03-29T09:00:00+01:00;Belgrand;ROAD_CLOSED;ROAD_CLOSED_EVENT;Belgrand;48.8646466309063783 2.4041489084446028 48.8645043011397675 2.4080744444103361 48.8644721789945180 2.4085078347665672;ONE_DIRECTION
20241003T082352_26_2547;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8580826343978813 2.3495301566806641 48.8585227178299064 2.3482103524655238;ONE_DIRECTION
20241003T082352_29_2505;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8593667042748976 2.3456528431755985 48.8596349548353999 2.3448214172967252;ONE_DIRECTION
20241003T082352_33_2055;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8609491564223077 2.3407406813978486 48.8614986341360549 2.3390796944274990;ONE_DIRECTION
20241119T213655_1541_195;2024-11-19T21:36:55+01:00;2024-11-20T06:00:00+01:00;Fermeture SI Montreuil;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Montreuil;48.8562058992383896 2.4139466924975097 48.8545653215399511 2.4134110563957472;ONE_DIRECTION
20240617T083355_4867_1770;2024-06-17T08:33:55+01:00;2025-12-31T18:00:00+01:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Bd_de_Reuilly;48.8391937649649037 2.3921823994630618 48.8393580669782423 2.3942918696975473;ONE_DIRECTION
20240617T083355_4867_1815;2024-06-17T08:33:55+01:00;2025-12-31T18:00:00+01:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Bd_de_Reuilly;48.8393702767821551 2.3944581541181145 48.8394519400436096 2.3951712523075654;ONE_DIRECTION
20241119T213641_5217_1436;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Point_du_Jour;48.8352751472754321 2.2599065972328742 48.8354172297322364 2.2591320767066438 48.8356766045150650 2.2581952017643694 48.8362880686490968 2.2568021503549440;ONE_DIRECTION
20221128T080907_649_2618;2022-11-28T08:09:07+01:00;2024-12-30T18:00:00+01:00;Av_Denf_Rocher-Av_Observatoire : cration d'une nouvelle sortie. Circulation restreinte. eutralisation Piste cyclable.;CONSTRUCTION;;Av_Denf_Rocher-Av_Observatoire;48.8376053398656040 2.3356892474795399 48.8386536139141683 2.3366888518798277 48.8395966359834546 2.3367375223044058;ONE_DIRECTION
20241119T213641_5428_738;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_RN13;48.8752718456005653 2.2768936853578663 48.8764850934026214 2.2787926694793335 48.8768934731436175 2.2794239745615323 48.8775228949849208 2.2801683623255622;ONE_DIRECTION
20241003T082352_32_357;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8604448421113489 2.3423106121012647 48.8609140900497323 2.3408548304014047;ONE_DIRECTION
20241003T082352_176_122;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8591196110789880 2.3464186665443791 48.8593667042748976 2.3456528431755985;ONE_DIRECTION
20241119T223000_1231_743;2024-11-19T22:30:00+01:00;2024-11-20T06:00:00+01:00;Fermeture Sout_Citroen;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Sout_Citroen;48.8451205213767992 2.2760605675678458 48.8434908044323137 2.2746578033183691;ONE_DIRECTION
20210915T124542_1908_1445;2021-09-15T12:45:42+01:00;2030-09-15T17:00:00+01:00;"de Guy Moquet jusqu'à la place Clichy interdit au véhicules,sauf (le bus,taxi,vélo); date de fin indefini";ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8849283189359483 2.3266309294573326 48.8836726113451192 2.3272038741403231;ONE_DIRECTION
20241119T213641_5186_2303;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Chatillon;48.8221102750005826 2.3164427185302068 48.8231445671306474 2.3120987813253797;ONE_DIRECTION
20241119T213641_5207_1291;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Parc_Expo_Est;48.8280516132783760 2.2909347491675054 48.8308072817853613 2.2848124587880321;ONE_DIRECTION
20240916T080006_4305_1244;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8794331002341451 2.2910764218652124 48.8800492595858245 2.2884607006386255;ONE_DIRECTION
20240916T080006_4308_1779;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8799484981832393 2.2882792250291182 48.8792975300939005 2.2910226214597853;ONE_DIRECTION
20241119T213641_5315_2867;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Arts_Metiers;48.8168255537023867 2.3380292043707138 48.8168232209683666 2.3369216330884162 48.8168499085390692 2.3362267683834133 48.8168830484088900 2.3359509712735402 48.8169422633981327 2.3356497418456583 48.8170239670348138 2.3353687897560160 48.8171707013938558 2.3350161204940960 48.8181344332710339 2.3335358755758850 48.8186323547036096 2.3325225326753816 48.8195213645606572 2.3283571585704648;ONE_DIRECTION
20240916T080006_5238_2135;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_Pte_Ternes;48.8807638655990218 2.2853836742721305 48.8808019840746368 2.2852021503195004;ONE_DIRECTION
20241003T082352_24_3631;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rue de Rivoli;48.8572903442405249 2.3523857637496040 48.8575349514073665 2.3514130212603082;ONE_DIRECTION
20241119T213641_5450_1837;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_St_Cloud;48.8381840619148164 2.2546614296019127 48.8389121444183019 2.2543110919911364 48.8403792461283430 2.2540552440494857;ONE_DIRECTION
20240617T083355_4878_522;2024-06-17T08:33:55+01:00;2025-12-31T18:00:00+01:00;Maitre d'ouvrage S.A.G.P.  Aménagement de voirie, travaux en multi phases;CONSTRUCTION;;Pl_Felix_Eboue;48.8396571812658564 2.3964386495761274 48.8397524244466581 2.3963122798262861 48.8399246740862552 2.3954315882157875;ONE_DIRECTION
20241119T213641_1076_540;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Quai_d'Issy_bretelle_4;48.8358378728840918 2.2703193850146337 48.8359305914708486 2.2699689031473076 48.8359158432289746 2.2695581408944392 48.8357994627233580 2.2692075096692013 48.8355893040002726 2.2688643670405617 48.8353136085810817 2.2684788910489546 48.8350577234853134 2.2676655714011544;ONE_DIRECTION
20241119T213641_4614_2067;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Auteuil_bretelle_7;48.8480918588330724 2.2538349812065217 48.8484089696757025 2.2535427406436916 48.8485147121886811 2.2534266063384658;ONE_DIRECTION
20240916T080006_4331_2795;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8785345697355638 2.2942986512089436 48.8782261612879907 2.2956320982000560;ONE_DIRECTION
20241003T082352_31_1599;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8599242487681593 2.3439087680977191 48.8600921719548964 2.3433932841591374;ONE_DIRECTION
20241119T213641_5429_37;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Armenonville;48.8737638852272411 2.2754519739466614 48.8749532229927581 2.2764868324626373 48.8752718456005653 2.2768936853578663;ONE_DIRECTION
20241119T213645_1795_49;2024-11-19T21:36:45+01:00;2024-11-20T06:00:00+01:00;Fermeture A1 sens Paris Prov.;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Bretelle_9_acces_Pte_Chapelle;48.9005425010515467 2.3579439028426821 48.9002390521119281 2.3584117166686194 48.8999225673824967 2.3587311798596473 48.8996134432419041 2.3589020573554960 48.8989694670443527 2.3590089897906226;ONE_DIRECTION
20241119T213641_1108_1688;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Sevres;48.8329038636144546 2.2795968705096339 48.8341530788058762 2.2773736802582274;ONE_DIRECTION
20241119T213641_1142_191;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;SI_Plaine;48.8260427547334217 2.2990199920357761 48.8264416250535191 2.2981634755098161 48.8271450007060679 2.2949779995978812 48.8273612020761334 2.2935909557773773 48.8275694788683410 2.2929362482852218;ONE_DIRECTION
20241119T213641_6374_938;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Brancion;48.8263312963033727 2.2981340672331982 48.8266296011578831 2.2968262910922608 48.8266427801145255 2.2962931833101288;ONE_DIRECTION
20241115T154934_33_2055;2024-11-15T15:49:34+01:00;2024-11-22T18:00:00+01:00;Rivoli Travaux AIDF sur batiment;CONSTRUCTION;;Rivoli;48.8609491564223077 2.3407406813978486 48.8614986341360549 2.3390796944274990;ONE_DIRECTION
20241003T082352_281_232;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8643927447054551 2.3300736682310164 48.8653312350356686 2.3272589906352534;ONE_DIRECTION
20241119T213641_1107_637;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;AI_Sevres;48.8343889375558362 2.2772496780625926 48.8346698486735065 2.2757494385483179;ONE_DIRECTION
20241119T213641_5210_635;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Sevres;48.8329038636144546 2.2795968705096339 48.8344031242312440 2.2759060151278185 48.8348877823628911 2.2744222636673475;ONE_DIRECTION
20210915T124542_4047_1655;2021-09-15T12:45:42+01:00;2030-09-15T17:00:00+01:00;"de Guy Moquet jusqu'à la place Clichy interdit au véhicules,sauf (le bus,taxi,vélo); date de fin indefini";ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_Clichy;48.8874488274530350 2.3255033452243690 48.8866005595843021 2.3258829056671320;ONE_DIRECTION
20241119T213641_5215_947;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Pont_Aval;48.8350577234853134 2.2676655714011544 48.8348795355227736 2.2665494958868213 48.8348906255798099 2.2656965057128375 48.8352751472754321 2.2599065972328742;ONE_DIRECTION
20241003T082352_233_2363;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Concorde_Est;48.8653529177397274 2.3215726526650053 48.8654782321331567 2.3218581856339147 48.8659898817757892 2.3222062930148191 48.8660113523959225 2.3227501958170338 48.8661975689311134 2.3232395171558040 48.8664313043376310 2.3234709497407819;ONE_DIRECTION
20241003T082352_279_1892;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8660550420156312 2.3250170913911492 48.8664143349377085 2.3238786009845360 48.8664313043376310 2.3234709497407819;ONE_DIRECTION
20240916T080006_4301_2188;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8801739392304313 2.2879804156937067 48.8807638655990218 2.2853836742721305;ONE_DIRECTION
20241119T213641_5214_2455;2024-11-19T21:36:41+01:00;2024-11-20T06:00:00+01:00;Fermeture BPI Gentilly-RN13;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;PI_Quai_Issy;48.8353691954935485 2.2719068612284055 48.8354201367180636 2.2708926271816727 48.8352488203229811 2.2688926984673206 48.8350577234853134 2.2676655714011544;ONE_DIRECTION
20201110T102206_1352_1223;2020-11-10T10:22:06+01:00;2050-06-14T17:00:00+01:00;Interdiction de circuler aux véhicules à moteur (sauf bus, taxis et livraisons);ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_Gambetta;48.8683112793836543 2.4013475520610199 48.8665126433280861 2.3998165913775256;ONE_DIRECTION
20210915T124732_1901_117;2021-09-15T12:47:32+01:00;2030-09-15T17:00:00+01:00;interdit au véhicules,sauf (le bus,taxi,vélo) date de fin indefini;ROAD_CLOSED;ROAD_CLOSED_EVENT;Av_de_St_Ouen;48.8955469463484036 2.3282217615104108 48.8940431642816122 2.3277028547496852;ONE_DIRECTION
20240916T080006_4334_2262;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8778840826872596 2.2977527756121812 48.8783727885170975 2.2957052990285067;ONE_DIRECTION
20240916T080006_4336_1521;2024-09-16T08:00:06+01:00;2025-02-28T16:00:00+01:00;Av_des_Ternes - Aménagement de voirie piste cyclables;CONSTRUCTION;;Av_des_Ternes;48.8783727885170975 2.2957052990285067 48.8787018143975089 2.2943267232707334;ONE_DIRECTION
20241003T082352_22_3630;2024-10-03T08:23:52+01:00;2030-01-03T16:21:00+01:00;Concorde_Est Interdiction vehicules à moteur sauf bus, taxi, sécours;ROAD_CLOSED;ROAD_CLOSED_EVENT;Rivoli;48.8565347605150322 2.3555369116067708 48.8569525611540811 2.3537289556893217;ONE_DIRECTION
20241119T213645_1793_199;2024-11-19T21:36:45+01:00;2024-11-20T06:00:00+01:00;Fermeture A1 sens Paris Prov.;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Chapelle_Bretelle_5;48.8992874215029119 2.3593453911510958 48.9001646465293049 2.3593717118685702 48.9010297223569310 2.3594167619220516 48.9013858196299083 2.3591655046428590 48.9021488489933915 2.3589079637666779;ONE_DIRECTION
20241105T184835_1796_2347;2024-11-05T18:48:35+01:00;2024-12-06T06:00:00+01:00;Bretelle_9_accès_Pte_Chapelle Fermeture Travaux;ROAD_CLOSED;ROAD_CLOSED_CONSTRUCTION;Chapelle_bretelle_7;48.9006248140014748 2.3588400995363927 48.9002742042019491 2.3588815478478020 48.8999362636615515 2.3590032784841068 48.8996673995826470 2.3590746418609396 48.8993493240720198 2.3590971225902484 48.8989694670443527 2.3590089897906226;ONE_DIRECTION
