date,Température de l'air,Humidité relative,Visibilité horizontale,Vitesse du vent,Précipitations horaires,Petite_pluie,Grosse_pluie,index_ressenti
2020-09-01 00:00:00,12.75,81.0,30000.0,1.6,0.0,False,False,15.469999999999999
2020-09-01 01:00:00,12.75,81.0,30000.0,1.6,0.0,False,False,15.469999999999999
2020-09-01 02:00:00,12.75,81.0,30000.0,1.6,0.0,False,False,15.469999999999999
2020-09-01 03:00:00,10.949999999999989,88.0,25000.0,1.1,0.0,False,False,15.219999999999988
2020-09-01 04:00:00,10.949999999999989,88.0,25000.0,1.1,0.0,False,False,15.219999999999988
2020-09-01 05:00:00,10.949999999999989,88.0,25000.0,1.1,0.0,False,False,15.219999999999988
2020-09-01 06:00:00,11.25,91.0,25000.0,1.8,0.0,False,False,15.91
2020-09-01 07:00:00,11.25,91.0,25000.0,1.8,0.0,False,False,15.91
2020-09-01 08:00:00,11.25,91.0,25000.0,1.8,0.0,False,False,15.91
2020-09-01 09:00:00,18.25,60.0,19830.0,2.9,0.0,False,False,16.38
2020-09-01 10:00:00,18.25,60.0,19830.0,2.9,0.0,False,False,16.38
2020-09-01 11:00:00,18.25,60.0,19830.0,2.9,0.0,False,False,16.38
2020-09-01 12:00:00,20.94999999999999,44.0,21000.0,2.6,0.0,False,False,15.969999999999988
2020-09-01 13:00:00,20.94999999999999,44.0,21000.0,2.6,0.0,False,False,15.969999999999988
2020-09-01 14:00:00,20.94999999999999,44.0,21000.0,2.6,0.0,False,False,15.969999999999988
2020-09-01 15:00:00,20.649999999999977,41.0,30000.0,4.0,0.0,False,False,14.649999999999977
2020-09-01 16:00:00,20.649999999999977,41.0,30000.0,4.0,0.0,False,False,14.649999999999977
2020-09-01 17:00:00,20.649999999999977,41.0,30000.0,4.0,0.0,False,False,14.649999999999977
2020-09-01 18:00:00,19.149999999999977,47.0,30000.0,3.0,0.0,False,False,14.649999999999979
2020-09-01 19:00:00,19.149999999999977,47.0,30000.0,3.0,0.0,False,False,14.649999999999979
2020-09-01 20:00:00,19.149999999999977,47.0,30000.0,3.0,0.0,False,False,14.649999999999979
2020-09-01 21:00:00,16.350000000000023,53.0,30000.0,2.7,0.0,False,False,13.140000000000022
2020-09-01 22:00:00,16.350000000000023,53.0,30000.0,2.7,0.0,False,False,13.140000000000022
2020-09-01 23:00:00,16.350000000000023,53.0,30000.0,2.7,0.0,False,False,13.140000000000022
2020-09-02 00:00:00,14.75,63.0,30000.0,3.2,0.0,False,False,13.389999999999999
2020-09-02 01:00:00,14.75,63.0,30000.0,3.2,0.0,False,False,13.389999999999999
2020-09-02 02:00:00,14.75,63.0,30000.0,3.2,0.0,False,False,13.389999999999999
2020-09-02 03:00:00,12.449999999999989,76.0,30000.0,1.4,0.0,False,False,14.22999999999999
2020-09-02 04:00:00,12.449999999999989,76.0,30000.0,1.4,0.0,False,False,14.22999999999999
2020-09-02 05:00:00,12.449999999999989,76.0,30000.0,1.4,0.0,False,False,14.22999999999999
2020-09-02 06:00:00,11.449999999999989,82.0,11710.0,1.7,0.0,False,False,14.33999999999999
2020-09-02 07:00:00,11.449999999999989,82.0,11710.0,1.7,0.0,False,False,14.33999999999999
2020-09-02 08:00:00,11.449999999999989,82.0,11710.0,1.7,0.0,False,False,14.33999999999999
2020-09-02 09:00:00,18.05000000000001,57.0,30000.0,2.3,0.0,False,False,15.76000000000001
2020-09-02 10:00:00,18.05000000000001,57.0,30000.0,2.3,0.0,False,False,15.76000000000001
2020-09-02 11:00:00,18.05000000000001,57.0,30000.0,2.3,0.0,False,False,15.76000000000001
2020-09-02 12:00:00,21.350000000000023,38.0,30000.0,1.9,0.0,False,False,15.380000000000022
2020-09-02 13:00:00,21.350000000000023,38.0,30000.0,1.9,0.0,False,False,15.380000000000022
2020-09-02 14:00:00,21.350000000000023,38.0,30000.0,1.9,0.0,False,False,15.380000000000022
2020-09-02 15:00:00,22.55000000000001,37.0,30000.0,2.6,0.0,False,False,16.17000000000001
2020-09-02 16:00:00,22.55000000000001,37.0,30000.0,2.6,0.0,False,False,16.17000000000001
2020-09-02 17:00:00,22.55000000000001,37.0,30000.0,2.6,0.0,False,False,16.17000000000001
2020-09-02 18:00:00,19.75,44.0,49310.0,2.4,0.0,False,False,14.830000000000002
2020-09-02 19:00:00,19.75,44.0,49310.0,2.4,0.0,False,False,14.830000000000002
2020-09-02 20:00:00,19.75,44.0,49310.0,2.4,0.0,False,False,14.830000000000002
2020-09-02 21:00:00,17.55000000000001,55.0,46560.0,0.5,0.0,False,False,15.400000000000013
2020-09-02 22:00:00,17.55000000000001,55.0,46560.0,0.5,0.0,False,False,15.400000000000013
2020-09-02 23:00:00,17.55000000000001,55.0,46560.0,0.5,0.0,False,False,15.400000000000013
2020-09-03 00:00:00,17.05000000000001,59.0,25000.0,1.0,0.0,False,False,15.550000000000011
2020-09-03 01:00:00,17.05000000000001,59.0,25000.0,1.0,0.0,False,False,15.550000000000011
2020-09-03 02:00:00,17.05000000000001,59.0,25000.0,1.0,0.0,False,False,15.550000000000011
2020-09-03 03:00:00,16.149999999999977,67.0,39080.0,2.0,0.0,False,False,15.949999999999978
2020-09-03 04:00:00,16.149999999999977,67.0,39080.0,2.0,0.0,False,False,15.949999999999978
2020-09-03 05:00:00,16.149999999999977,67.0,39080.0,2.0,0.0,False,False,15.949999999999978
2020-09-03 06:00:00,16.25,65.0,25000.0,1.4,0.0,False,False,15.83
2020-09-03 07:00:00,16.25,65.0,25000.0,1.4,0.0,False,False,15.83
2020-09-03 08:00:00,16.25,65.0,25000.0,1.4,0.0,False,False,15.83
2020-09-03 09:00:00,22.44999999999999,48.0,30000.0,4.8,0.0,False,False,17.609999999999985
2020-09-03 10:00:00,22.44999999999999,48.0,30000.0,4.8,0.0,False,False,17.609999999999985
2020-09-03 11:00:00,22.44999999999999,48.0,30000.0,4.8,0.0,False,False,17.609999999999985
2020-09-03 12:00:00,25.94999999999999,42.0,30000.0,5.2,0.0,False,False,19.78999999999999
2020-09-03 13:00:00,25.94999999999999,42.0,30000.0,5.2,0.0,False,False,19.78999999999999
2020-09-03 14:00:00,25.94999999999999,42.0,30000.0,5.2,0.0,False,False,19.78999999999999
2020-09-03 15:00:00,27.350000000000023,36.0,30000.0,4.6,0.0,False,False,20.170000000000023
2020-09-03 16:00:00,27.350000000000023,36.0,30000.0,4.6,0.0,False,False,20.170000000000023
2020-09-03 17:00:00,27.350000000000023,36.0,30000.0,4.6,0.0,False,False,20.170000000000023
2020-09-03 18:00:00,25.94999999999999,44.0,47170.0,3.1,0.0,False,False,20.81999999999999
2020-09-03 19:00:00,25.94999999999999,44.0,47170.0,3.1,0.0,False,False,20.81999999999999
2020-09-03 20:00:00,25.94999999999999,44.0,47170.0,3.1,0.0,False,False,20.81999999999999
2020-09-03 21:00:00,23.94999999999999,48.0,48630.0,2.7,0.0,False,False,19.739999999999988
2020-09-03 22:00:00,23.94999999999999,48.0,48630.0,2.7,0.0,False,False,19.739999999999988
2020-09-03 23:00:00,23.94999999999999,48.0,48630.0,2.7,0.0,False,False,19.739999999999988
2020-09-04 00:00:00,20.25,62.0,59690.0,2.3,0.0,False,False,18.959999999999997
2020-09-04 01:00:00,20.25,62.0,59690.0,2.3,0.0,False,False,18.959999999999997
2020-09-04 02:00:00,20.25,62.0,59690.0,2.3,0.0,False,False,18.959999999999997
2020-09-04 03:00:00,17.649999999999977,72.0,54850.0,2.9,0.0,False,False,18.179999999999975
2020-09-04 04:00:00,17.649999999999977,72.0,54850.0,2.9,0.0,False,False,18.179999999999975
2020-09-04 05:00:00,17.649999999999977,72.0,54850.0,2.9,0.0,False,False,18.179999999999975
2020-09-04 06:00:00,17.149999999999977,77.0,30000.0,1.7,0.0,False,False,19.039999999999978
2020-09-04 07:00:00,17.149999999999977,77.0,30000.0,1.7,0.0,False,False,19.039999999999978
2020-09-04 08:00:00,17.149999999999977,77.0,30000.0,1.7,0.0,False,False,19.039999999999978
2020-09-04 09:00:00,23.149999999999977,60.0,19860.0,1.9,0.0,False,False,21.579999999999977
2020-09-04 10:00:00,23.149999999999977,60.0,19860.0,1.9,0.0,False,False,21.579999999999977
2020-09-04 11:00:00,23.149999999999977,60.0,19860.0,1.9,0.0,False,False,21.579999999999977
2020-09-04 12:00:00,27.55000000000001,36.0,30000.0,3.3,0.0,False,False,20.760000000000012
2020-09-04 13:00:00,27.55000000000001,36.0,30000.0,3.3,0.0,False,False,20.760000000000012
2020-09-04 14:00:00,27.55000000000001,36.0,30000.0,3.3,0.0,False,False,20.760000000000012
2020-09-04 15:00:00,29.75,28.0,30000.0,3.1,0.0,False,False,21.42
2020-09-04 16:00:00,29.75,28.0,30000.0,3.1,0.0,False,False,21.42
2020-09-04 17:00:00,29.75,28.0,30000.0,3.1,0.0,False,False,21.42
2020-09-04 18:00:00,26.94999999999999,41.0,23140.0,5.1,0.0,False,False,20.619999999999987
2020-09-04 19:00:00,26.94999999999999,41.0,23140.0,5.1,0.0,False,False,20.619999999999987
2020-09-04 20:00:00,26.94999999999999,41.0,23140.0,5.1,0.0,False,False,20.619999999999987
2020-09-04 21:00:00,20.55000000000001,77.0,32870.0,3.2,0.0,False,False,21.99000000000001
2020-09-04 22:00:00,20.55000000000001,77.0,32870.0,3.2,0.0,False,False,21.99000000000001
2020-09-04 23:00:00,20.55000000000001,77.0,32870.0,3.2,0.0,False,False,21.99000000000001
2020-09-05 00:00:00,17.850000000000023,81.0,34740.0,2.8,0.0,False,False,20.210000000000022
2020-09-05 01:00:00,17.850000000000023,81.0,34740.0,2.8,0.0,False,False,20.210000000000022
2020-09-05 02:00:00,17.850000000000023,81.0,34740.0,2.8,0.0,False,False,20.210000000000022
2020-09-05 03:00:00,17.25,74.0,25000.0,6.0,0.0,False,False,17.25
2020-09-05 04:00:00,17.25,74.0,25000.0,6.0,0.0,False,False,17.25
2020-09-05 05:00:00,17.25,74.0,25000.0,6.0,0.0,False,False,17.25
2020-09-05 06:00:00,15.949999999999989,81.0,40960.0,2.8,0.0,False,False,18.309999999999988
2020-09-05 07:00:00,15.949999999999989,81.0,40960.0,2.8,0.0,False,False,18.309999999999988
2020-09-05 08:00:00,15.949999999999989,81.0,40960.0,2.8,0.0,False,False,18.309999999999988
2020-09-05 09:00:00,17.350000000000023,72.0,37260.0,4.9,0.0,False,False,17.280000000000022
2020-09-05 10:00:00,17.350000000000023,72.0,37260.0,4.9,0.0,False,False,17.280000000000022
2020-09-05 11:00:00,17.350000000000023,72.0,37260.0,4.9,0.0,False,False,17.280000000000022
2020-09-05 12:00:00,19.350000000000023,53.0,19850.0,4.0,0.0,False,False,15.750000000000023
2020-09-05 13:00:00,19.350000000000023,53.0,19850.0,4.0,0.0,False,False,15.750000000000023
2020-09-05 14:00:00,19.350000000000023,53.0,19850.0,4.0,0.0,False,False,15.750000000000023
2020-09-05 15:00:00,21.75,40.0,35780.0,4.0,0.0,False,False,15.55
2020-09-05 16:00:00,21.75,40.0,35780.0,4.0,0.0,False,False,15.55
2020-09-05 17:00:00,21.75,40.0,35780.0,4.0,0.0,False,False,15.55
2020-09-05 18:00:00,18.649999999999977,52.0,25000.0,5.0,0.0,False,False,14.549999999999978
2020-09-05 19:00:00,18.649999999999977,52.0,25000.0,5.0,0.0,False,False,14.549999999999978
2020-09-05 20:00:00,18.649999999999977,52.0,25000.0,5.0,0.0,False,False,14.549999999999978
2020-09-05 21:00:00,15.850000000000023,57.0,25000.0,4.1,0.0,False,False,13.020000000000023
2020-09-05 22:00:00,15.850000000000023,57.0,25000.0,4.1,0.0,False,False,13.020000000000023
2020-09-05 23:00:00,15.850000000000023,57.0,25000.0,4.1,0.0,False,False,13.020000000000023
2020-09-06 00:00:00,12.649999999999977,71.0,25000.0,2.0,0.0,False,False,13.249999999999979
2020-09-06 01:00:00,12.649999999999977,71.0,25000.0,2.0,0.0,False,False,13.249999999999979
2020-09-06 02:00:00,12.649999999999977,71.0,25000.0,2.0,0.0,False,False,13.249999999999979
2020-09-06 03:00:00,12.050000000000011,78.0,37890.0,2.2,0.0,False,False,13.99000000000001
2020-09-06 04:00:00,12.050000000000011,78.0,37890.0,2.2,0.0,False,False,13.99000000000001
2020-09-06 05:00:00,12.050000000000011,78.0,37890.0,2.2,0.0,False,False,13.99000000000001
2020-09-06 06:00:00,10.649999999999977,86.0,30570.0,1.7,0.0,False,False,14.339999999999979
2020-09-06 07:00:00,10.649999999999977,86.0,30570.0,1.7,0.0,False,False,14.339999999999979
2020-09-06 08:00:00,10.649999999999977,86.0,30570.0,1.7,0.0,False,False,14.339999999999979
2020-09-06 09:00:00,17.55000000000001,64.0,25000.0,1.6,0.0,False,False,16.87000000000001
2020-09-06 10:00:00,17.55000000000001,64.0,25000.0,1.6,0.0,False,False,16.87000000000001
2020-09-06 11:00:00,17.55000000000001,64.0,25000.0,1.6,0.0,False,False,16.87000000000001
2020-09-06 12:00:00,16.75,62.0,38340.0,4.6,0.0,False,False,14.770000000000001
2020-09-06 13:00:00,16.75,62.0,38340.0,4.6,0.0,False,False,14.770000000000001
2020-09-06 14:00:00,16.75,62.0,38340.0,4.6,0.0,False,False,14.770000000000001
2020-09-06 15:00:00,19.75,47.0,35410.0,2.3,0.0,False,False,15.459999999999999
2020-09-06 16:00:00,19.75,47.0,35410.0,2.3,0.0,False,False,15.459999999999999
2020-09-06 17:00:00,19.75,47.0,35410.0,2.3,0.0,False,False,15.459999999999999
2020-09-06 18:00:00,17.350000000000023,58.0,25000.0,3.1,0.0,False,False,15.020000000000023
2020-09-06 19:00:00,17.350000000000023,58.0,25000.0,3.1,0.0,False,False,15.020000000000023
2020-09-06 20:00:00,17.350000000000023,58.0,25000.0,3.1,0.0,False,False,15.020000000000023
2020-09-06 21:00:00,15.550000000000011,68.0,25000.0,2.8,0.0,False,False,15.310000000000011
2020-09-06 22:00:00,15.550000000000011,68.0,25000.0,2.8,0.0,False,False,15.310000000000011
2020-09-06 23:00:00,15.550000000000011,68.0,25000.0,2.8,0.0,False,False,15.310000000000011
2020-09-07 00:00:00,12.649999999999977,80.0,25000.0,2.5,0.0,False,False,14.899999999999977
2020-09-07 01:00:00,12.649999999999977,80.0,25000.0,2.5,0.0,False,False,14.899999999999977
2020-09-07 02:00:00,12.649999999999977,80.0,25000.0,2.5,0.0,False,False,14.899999999999977
2020-09-07 03:00:00,11.149999999999977,89.0,25000.0,1.2,0.0,False,False,15.589999999999979
2020-09-07 04:00:00,11.149999999999977,89.0,25000.0,1.2,0.0,False,False,15.589999999999979
2020-09-07 05:00:00,11.149999999999977,89.0,25000.0,1.2,0.0,False,False,15.589999999999979
2020-09-07 06:00:00,11.050000000000011,94.0,5420.0,1.4,0.0,False,False,16.430000000000014
2020-09-07 07:00:00,11.050000000000011,94.0,5420.0,1.4,0.0,False,False,16.430000000000014
2020-09-07 08:00:00,11.050000000000011,94.0,5420.0,1.4,0.0,False,False,16.430000000000014
2020-09-07 09:00:00,18.649999999999977,59.0,16920.0,2.5,0.0,False,False,16.699999999999978
2020-09-07 10:00:00,18.649999999999977,59.0,16920.0,2.5,0.0,False,False,16.699999999999978
2020-09-07 11:00:00,18.649999999999977,59.0,16920.0,2.5,0.0,False,False,16.699999999999978
2020-09-07 12:00:00,21.75,45.0,21300.0,2.7,0.0,False,False,16.94
2020-09-07 13:00:00,21.75,45.0,21300.0,2.7,0.0,False,False,16.94
2020-09-07 14:00:00,21.75,45.0,21300.0,2.7,0.0,False,False,16.94
2020-09-07 15:00:00,23.44999999999999,33.0,29680.0,1.6,0.0,False,False,16.569999999999986
2020-09-07 16:00:00,23.44999999999999,33.0,29680.0,1.6,0.0,False,False,16.569999999999986
2020-09-07 17:00:00,23.44999999999999,33.0,29680.0,1.6,0.0,False,False,16.569999999999986
2020-09-07 18:00:00,20.149999999999977,44.0,25000.0,3.1,0.0,False,False,15.019999999999978
2020-09-07 19:00:00,20.149999999999977,44.0,25000.0,3.1,0.0,False,False,15.019999999999978
2020-09-07 20:00:00,20.149999999999977,44.0,25000.0,3.1,0.0,False,False,15.019999999999978
2020-09-07 21:00:00,18.05000000000001,52.0,25000.0,0.9,0.0,False,False,15.180000000000012
2020-09-07 22:00:00,18.05000000000001,52.0,25000.0,0.9,0.0,False,False,15.180000000000012
2020-09-07 23:00:00,18.05000000000001,52.0,25000.0,0.9,0.0,False,False,15.180000000000012
2020-09-08 00:00:00,15.25,69.0,25000.0,1.1,0.0,False,False,15.72
2020-09-08 01:00:00,15.25,69.0,25000.0,1.1,0.0,False,False,15.72
2020-09-08 02:00:00,15.25,69.0,25000.0,1.1,0.0,False,False,15.72
2020-09-08 03:00:00,14.25,78.0,25000.0,1.8,0.0,False,False,16.310000000000002
2020-09-08 04:00:00,14.25,78.0,25000.0,1.8,0.0,False,False,16.310000000000002
2020-09-08 05:00:00,14.25,78.0,25000.0,1.8,0.0,False,False,16.310000000000002
2020-09-08 06:00:00,15.050000000000011,82.0,25920.0,1.1,0.0,False,False,18.12000000000001
2020-09-08 07:00:00,15.050000000000011,82.0,25920.0,1.1,0.0,False,False,18.12000000000001
2020-09-08 08:00:00,15.050000000000011,82.0,25920.0,1.1,0.0,False,False,18.12000000000001
2020-09-08 09:00:00,19.44999999999999,64.0,25000.0,1.5,0.0,False,False,18.79999999999999
2020-09-08 10:00:00,19.44999999999999,64.0,25000.0,1.5,0.0,False,False,18.79999999999999
2020-09-08 11:00:00,19.44999999999999,64.0,25000.0,1.5,0.0,False,False,18.79999999999999
2020-09-08 12:00:00,23.55000000000001,51.0,14410.0,3.5,0.0,False,False,19.70000000000001
2020-09-08 13:00:00,23.55000000000001,51.0,14410.0,3.5,0.0,False,False,19.70000000000001
2020-09-08 14:00:00,23.55000000000001,51.0,14410.0,3.5,0.0,False,False,19.70000000000001
2020-09-08 15:00:00,26.25,46.0,24460.0,2.2,0.0,False,False,21.79
2020-09-08 16:00:00,26.25,46.0,24460.0,2.2,0.0,False,False,21.79
2020-09-08 17:00:00,26.25,46.0,24460.0,2.2,0.0,False,False,21.79
2020-09-08 18:00:00,24.649999999999977,53.0,25000.0,3.8,0.0,False,False,21.109999999999978
2020-09-08 19:00:00,24.649999999999977,53.0,25000.0,3.8,0.0,False,False,21.109999999999978
2020-09-08 20:00:00,24.649999999999977,53.0,25000.0,3.8,0.0,False,False,21.109999999999978
2020-09-08 21:00:00,21.44999999999999,69.0,30000.0,3.5,0.0,False,False,21.19999999999999
